source_row,state_raw,state,district_raw,district,district_notes,property_type_raw,property_type,year,quarter,period_start,period_end,transaction_count,transaction_value_rm,average_price_rm,price_type,volume_support,source_name,source_url,source_document,source_page_or_table,collected_at,dataset_version,schema_version,validation_errors,validation_warnings,quarter_change_percent,validation_status,model_eligible,public_prediction_supported,model_exclusion_reason,public_prediction_exclusion_reason
43,Penang,Penang,Barat Daya (southwest island / Teluk Bahang),Barat Daya,southwest island / Teluk Bahang,Town House,town_house,2017,2,2017-04-01,2017-06-30,3,2079000.0,693000.0,completed_transaction_average,very_low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",15.11627906976744,valid_with_warnings,True,False,,low_transaction_volume
44,Penang,Penang,Barat Daya (southwest island / Teluk Bahang),Barat Daya,southwest island / Teluk Bahang,Town House,town_house,2017,3,2017-07-01,2017-09-30,3,1660000.0,553333.3333333334,completed_transaction_average,very_low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",20.15392015392015,valid_with_warnings,True,False,,low_transaction_volume
45,Penang,Penang,Barat Daya (southwest island / Teluk Bahang),Barat Daya,southwest island / Teluk Bahang,Town House,town_house,2017,4,2017-10-01,2017-12-31,1,520000.0,520000.0,completed_transaction_average,very_low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",6.024096385542175,valid_with_warnings,True,False,,low_transaction_volume
46,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,1,2017-01-01,2017-03-31,28,11183548.0,399412.4285714286,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
47,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,2,2017-04-01,2017-06-30,38,15060064.0,396317.4736842105,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],0.7748769607114495,valid,True,True,,
48,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,3,2017-07-01,2017-09-30,32,10810845.0,337838.90625,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],14.755485517857025,valid,True,True,,
49,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,4,2017-10-01,2017-12-31,28,7881024.0,281465.14285714284,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],16.686581192972696,valid,True,True,,
50,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,1,2017-01-01,2017-03-31,91,19276339.0,211827.9010989011,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
51,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,2,2017-04-01,2017-06-30,112,23822500.0,212700.89285714287,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],0.4121231215118303,valid,True,True,,
52,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,3,2017-07-01,2017-09-30,113,22596228.0,199966.6194690265,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],5.986939319840621,valid,True,True,,
53,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,4,2017-10-01,2017-12-31,121,24404138.0,201687.0909090909,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],0.8603793196248387,valid,True,True,,
54,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,1,2017-01-01,2017-03-31,31,14718993.0,474806.2258064517,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
55,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,2,2017-04-01,2017-06-30,104,51214220.0,492444.4230769231,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],3.7148201333108464,valid,True,True,,
56,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,3,2017-07-01,2017-09-30,120,63288550.0,527404.5833333334,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],7.09931082942719,valid,True,True,,
57,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,4,2017-10-01,2017-12-31,64,34455249.0,538363.265625,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],2.0778511673912505,valid,True,True,,
58,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,2 - 2 1/2 Storey Terraced,two_to_two_half_storey_terraced,2017,1,2017-01-01,2017-03-31,134,45435162.0,339068.37313432834,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
59,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,2 - 2 1/2 Storey Terraced,two_to_two_half_storey_terraced,2017,2,2017-04-01,2017-06-30,100,32443217.0,324432.17,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],4.316593434837979,valid,True,True,,
60,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,2 - 2 1/2 Storey Terraced,two_to_two_half_storey_terraced,2017,3,2017-07-01,2017-09-30,111,37292074.0,335964.63063063065,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],3.554660017417714,valid,True,True,,
61,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,2 - 2 1/2 Storey Terraced,two_to_two_half_storey_terraced,2017,4,2017-10-01,2017-12-31,204,90786882.0,445033.7352941177,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],32.46446045786314,valid,True,True,,
62,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Cluster House,cluster_house,2017,1,2017-01-01,2017-03-31,2,620000.0,310000.0,completed_transaction_average,very_low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",,valid_with_warnings,True,False,,low_transaction_volume
63,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Cluster House,cluster_house,2017,2,2017-04-01,2017-06-30,5,635300.0,127060.0,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",59.012903225806454,valid_with_warnings,True,False,,low_transaction_volume
64,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Cluster House,cluster_house,2017,3,2017-07-01,2017-09-30,21,1162000.0,55333.333333333336,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],56.451020515242135,valid,True,True,,
65,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Cluster House,cluster_house,2017,4,2017-10-01,2017-12-31,4,929500.0,232375.0,completed_transaction_average,very_low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME"", ""SUSPICIOUS_QUARTER_CHANGE""]",319.9548192771084,valid_with_warnings,True,False,,low_transaction_volume
66,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Detached,detached,2017,1,2017-01-01,2017-03-31,14,8195000.0,585357.1428571428,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",,valid_with_warnings,True,False,,low_transaction_volume
67,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Detached,detached,2017,2,2017-04-01,2017-06-30,16,6529600.0,408100.0,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",30.28187919463087,valid_with_warnings,True,False,,low_transaction_volume
68,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Detached,detached,2017,3,2017-07-01,2017-09-30,22,18808788.0,854944.9090909091,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""SUSPICIOUS_QUARTER_CHANGE""]",109.49397429328818,valid_with_warnings,True,True,,
69,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Detached,detached,2017,4,2017-10-01,2017-12-31,24,11572700.0,482195.8333333333,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],43.599192391698324,valid,True,True,,
70,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Flat,flat,2017,4,2017-10-01,2017-12-31,1,232000.0,232000.0,completed_transaction_average,very_low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",,valid_with_warnings,True,False,,low_transaction_volume
71,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Low-Cost Flat,low_cost_flat,2017,1,2017-01-01,2017-03-31,20,1028000.0,51400.0,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
72,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Low-Cost Flat,low_cost_flat,2017,2,2017-04-01,2017-06-30,19,973790.0,51252.10526315789,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",0.2877329510546825,valid_with_warnings,True,False,,low_transaction_volume
73,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Low-Cost Flat,low_cost_flat,2017,3,2017-07-01,2017-09-30,16,710000.0,44375.0,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",13.41819078035305,valid_with_warnings,True,False,,low_transaction_volume
74,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Low-Cost Flat,low_cost_flat,2017,4,2017-10-01,2017-12-31,21,1108000.0,52761.90476190476,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],18.900067069081157,valid,True,True,,
75,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Low-Cost House,low_cost_house,2017,1,2017-01-01,2017-03-31,31,3052340.0,98462.58064516127,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
76,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Low-Cost House,low_cost_house,2017,2,2017-04-01,2017-06-30,32,3310000.0,103437.5,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],5.052598989627648,valid,True,True,,
77,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Low-Cost House,low_cost_house,2017,3,2017-07-01,2017-09-30,31,3338000.0,107677.41935483873,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],4.099015690478527,valid,True,True,,
78,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Low-Cost House,low_cost_house,2017,4,2017-10-01,2017-12-31,33,3563800.0,107993.9393939394,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],0.2939521034188461,valid,True,True,,
79,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Town House,town_house,2017,1,2017-01-01,2017-03-31,5,290000.0,58000.0,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",,valid_with_warnings,True,False,,low_transaction_volume
80,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Town House,town_house,2017,2,2017-04-01,2017-06-30,3,175500.0,58500.0,completed_transaction_average,very_low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",0.8620689655172413,valid_with_warnings,True,False,,low_transaction_volume
81,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Town House,town_house,2017,3,2017-07-01,2017-09-30,6,364500.0,60750.0,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",3.8461538461538463,valid_with_warnings,True,False,,low_transaction_volume
82,Penang,Penang,Seberang Perai Selatan,Seberang Perai Selatan,,Town House,town_house,2017,4,2017-10-01,2017-12-31,5,327000.0,65400.0,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",7.654320987654321,valid_with_warnings,True,False,,low_transaction_volume
83,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,1,2017-01-01,2017-03-31,21,6262000.0,298190.4761904762,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
84,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,2,2017-04-01,2017-06-30,27,9742613.0,360837.51851851854,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],21.009068810106815,valid,True,True,,
85,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,3,2017-07-01,2017-09-30,33,9683468.0,293438.42424242425,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],18.678516178919818,valid,True,True,,
86,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,4,2017-10-01,2017-12-31,24,8868148.0,369506.1666666667,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],25.922897664349176,valid,True,True,,
87,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,1,2017-01-01,2017-03-31,105,24670000.0,234952.38095238092,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
